FID,OBJECTID,NOMBRE_EMP,NOMBRE_FAE,REGIÓN_IN,PROVINCIA,COMUNA_INS,NOMBRE_INS,TIPO_INSTA,RECOBRERSO,UTM_NORTE,UTM_ESTE,COTA,ESTADO_INS,FECHA_RE,RES,FECHA_RES_,RES_PDC,METODO_CON,OBS,NEAR_FID,NEAR_DIST,OBSVCN,Vol_Parcia,Vol_Total_,Ton_Parcia,Ton_Total_,Area_1,NORTE_GEO,ESTE_GEO
357,363,MINERA ALTO PUNITAQUI,ALTOS DE PUNITAQUI,IV,LIMARI,PUNITAQUI,TAMAYA (EX LOS MANTOS),TRANQUE DE RELAVE,ORO,"6,583,953.360000000300000","287,105.206300000020000",250.000000000000000,NO ACTIVO,2006,733,21-08-2015,2122, , ,"44,286",215.346416016000010, ,0,"770,804",0,"1,156,206","108,221",-30.8585352594511,-71.2265094042071
358,364,CIA. MINERA TAMAYA,PLANTA DELIRIO,IV,LIMARI,PUNITAQUI,DELIRIO 2,TRANQUE DE RELAVE,COBRE-ORO,"6,581,639.154000000100000","285,874.955499999980000",480.000000000000000,ABANDONADO,S/I,S/I, , ,EJE CENTRAL ?,ACTUALIZAR DATOS,"44,389",294.800775339999970, ,0,"74,600",0,"111,900","4,100",-30.8791794270994,-71.2398527905769
359,365,LEONEL ANGEL BRUNE,PLANTA LAS PALMAS,IV,LIMARI,RIO HURTADO,LAS PALMAS (ABANDONADO),TRANQUE DE RELAVE,COBRE-ORO,"6,635,787.671799999700000","320,561.639399999990000",750.000000000000000,ABANDONADO,09-05-1988,512,N_A,N_A,EJE CENTRAL ?, ,"41,997",247.739850061999990, ,0,"26,670",0,"40,005","3,600",-30.3965905379075,-70.8677828576707
360,367,MINERA LAS PALMAS,EPV,IV,LIMARI,MONTE PATRIA,SAN ALBERTO,TRANQUE DE RELAVE,ORO,"6,598,508.363300000300000","321,469.099099999990000",60.000000000000000,NO ACTIVO,05-02-1988,181,N_A,N_A, , ,"44,655",407.331594327999990, ,0,0,0,0,0,-30.7329492464779,-70.8647628591638
361,368,EPV,EPV,IV,CHOAPA,CANELA,ATELCURA,TRANQUE DE RELAVE,ORO,"6,504,880.682300000500000","278,809.167200000030000",311.000000000000000,ABANDONADO,S/I,S/I, , , , ,"45,387",216.680629326000000, ,0,0,0,0,0,-31.5698935681036,-71.3306424094604
362,369,SUC. LUIS ALVEREZ SIERRA,PLANTA ESPERANZA 2,IV,CHOAPA,ILLAPEL,ESPERANZA DOS,TRANQUE DE RELAVE,COBRE-ORO,"6,497,738.883000000400000","294,325.650100000030000",315.000000000000000,NO ACTIVO,17-07-1987,643,N_A,N_A,AGUAS ARRIBA,SE OBSERVAN MAS DEPOSITOS. SIGUIO OPERANDO ? TAPADO POR BOTADERO ?,"42,834",58.250564130599997, ,0,"29,200",0,"43,800","3,800",-31.637159535494,-71.1687444115726
363,370,WALTER NAZER ESBIR (EX VICTOR NAZER ESBIR),PLANTA CALIFORNIA,IV,CHOAPA,ILLAPEL,CALIFORNIA 2B,TRANQUE DE RELAVE,COBRE-ORO,"6,498,074.596300000300000","296,408.071999999990000",400.000000000000000,ABANDONADO,S/I,S/I, , ,AGUAS ARRIBA,CORROBORAR DATOS,"45,676",52.758707875100001, ,0,"34,300",0,"51,450","4,100",-31.6345038158845,-71.14672984639
364,371,SLM ANTA COLLA,ANTA COLLA,IV,CHOAPA,ILLAPEL,ANTA COLLA 2,TRANQUE DE RELAVE,COBRE-ORO,"6,499,910.042200000000000","296,619.288999999990000",400.000000000000000,NO ACTIVO,17-07-1987,645,N_A,N_A,AGUAS ARRIBA, ,"45,494",101.518802330000000, ,0,"572,000",0,"858,000","30,000",-31.6179928496739,-71.1441243162752
365,374,GUILLERMO DELGADO,PLANTA ASIENTO VIEJO,IV,CHOAPA,ILLAPEL,ASIENTO VIEJO 1,TRANQUE DE RELAVE,ORO,"6,501,613.899400000500000","298,494.573099999980000",450.000000000000000,NO ACTIVO,18-01-1984,103,N_A,N_A,EJE CENTRAL,CORROBORAR DATOS,"45,606",334.679047661000030, ,0,"12,800",0,"19,200","3,200",-31.6029609602764,-71.1240169378113
366,375,CIA. MINERA PORTEZUELO,PLANTA PORTEZUELO,IV,CHOAPA,ILLAPEL,PORTEZUELO 1,TRANQUE DE RELAVE,ORO,"6,502,190.628899999900000","298,321.285700000010000",460.000000000000000,NO ACTIVO,10-04-1984,411,13-10-2003,3313,AGUAS ARRIBA,HAY MAS DEPOSITOS (RES 13-10-2003 / 3313 ?),"45,388",336.996005059000030, ,0,"46,186",0,"69,279","7,800",-31.5977307021316,-71.1257242774641
367,376,SLM AUCO (EX ODE AGUAD MONTENEGRO),PLANTA AUCO (EX PLANTA JODE),IV,CHOAPA,ILLAPEL,AUCO,TRANQUE DE RELAVE,COBRE-ORO,"6,505,250.803200000000000","300,531.732100000020000",480.000000000000000,NO ACTIVO,12-02-1988,212,N_A,N_A,EJE CENTRAL, ,"45,388",292.359707212999980, ,0,"32,804",0,"49,260","5,500",-31.5705246967436,-71.1018196307935
368,377,REGINALDO CALLEJAS,PLANTA DON ROBERTO (EX FARELLON SANCHEZ),IV,CHOAPA,ILLAPEL,DON ROBERTO (EX FARELLON SANCHEZ 1-2),TRANQUE DE RELAVE,COBRE-ORO,"6,518,626.572200000300000","307,819.310699999970000",680.000000000000000,NO ACTIVO,19-01-1990,66,N_A,N_A, , ,"46,352",29.919226058300001, ,0,0,0,0,0,-31.4511567792477,-71.0224711360785
369,378,SLM FLAMENCA,PLANTA LETICIA,IV,CHOAPA,ILLAPEL,LETICIA 2,TRANQUE DE RELAVE,ORO,"6,518,271.551900000300000","307,763.496400000000000",770.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,SE OBSERVA 2 DEPOSITOS MAS,"46,224",100.569652750000000, ,0,"152,000",0,"228,000","11,300",-31.4543487034049,-71.0231270333327
370,379,GERARDO TORO A.,PLANTA ANA MARIA,IV,CHOAPA,ILLAPEL,ANA MARIA 2,TRANQUE DE RELAVE,COBRE-ORO,"6,521,273.126600000100000","308,499.771699999980000",780.000000000000000,NO ACTIVO,02-06-1986,573,N_A,N_A,EJE CENTRAL, ,"46,352",162.943612136000010, ,0,"95,880",0,"143,820","9,500",-31.4274056284453,-71.0148030754197
371,380,SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA,IV,CHOAPA,ILLAPEL,DEPOSITO,TRANQUE DE RELAVE,COBRE-ORO,"6,524,245.166299999700000","304,045.411000000020000","1,300.000000000000000",ABANDONADO, , , , , , ,"46,105",767.822837359000000, ,0,"73,400",0,"10,643",0,-31.3998620720188,-71.0610563856691
372,381,MANUEL AGUIRRE BUSTAMANTE,PLANTA LA FORTUA,IV,CHOAPA,ILLAPEL,LA FORTUNA 3,TRANQUE DE RELAVE,COBRE-ORO,"6,522,934.384899999900000","301,794.082400000010000",900.000000000000000,ACTIVO, , ,25-03-2014,913,AGUAS ARRIBA,PEQUEÑO COLAPSO,"46,832",51.853947242399997, ,0,"5,670",0,"8,505","3,800",-31.4112981423379,-71.0849840799756
373,783,EMPRESA EDUARDO LERY LERY EIRL,FAENA KATTIA,IV,CHOAPA,ILLAPEL,KATTIA 2,TRANQUE DE RELAVE,COBRE,"6,527,236.941599999600000","303,046.310200000010000","1,521.000000000000000",NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA, ,"46,655",61.393525354600001, ,0,"47,141",0,"70,711","5,100",-31.3727165882151,-71.0709668412263
374,632,SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA,IV,CHOAPA,ILLAPEL,ESPERANZA 1,TRANQUE DE RELAVE,COBRE-ORO,"6,524,616.112800000200000","304,553.941200000000000","1,300.000000000000000",ABANDONADO,01-02-1985,144,N_A,N_A,AGUAS ARRIBA,CORROBORAR DATOS. SE OBSERVAN MAS DEPOSITOS,"46,105","1,205.643259770000000", ,0,"46,700",0,"70,050","6,200",-31.3966031704619,-71.0556376598258
375,633,SUC. LUIS ALVAREZ SIERRA,PLANTA ESPERANZA,IV,CHOAPA,ILLAPEL,ESPERANZA 2,TRANQUE DE RELAVE,COBRE-ORO,"6,523,593.231599999600000","304,011.544300000010000","1,300.000000000000000",ABANDONADO, ,S/I, , ,AGUAS ARRIBA,CORROBORAR DATOS. SE OBSERVAN MAS DEPOSITOS. COLAPSO,"46,105",806.220020713000050, ,0,"12,100",0,"18,150","4,900",-31.4057347103616,-71.0615409408374
376,634,CIA. MINERA KALLEU (GUILLERMO DELGADO),PLANTA LOS CANELOS,IV,CHOAPA,ILLAPEL,LOS CANELOS 3,TRANQUE DE RELAVE,COBRE-ORO,"6,528,322.127700000100000","300,189.929999999990000","1,100.000000000000000",NO ACTIVO, , ,27-07-1998,679, ,DEPOSITACION MECANICA. CORROBORAR DATOS,"46,337",13.247631431600000, ,0,"2,300",0,"3,450",700,-31.36244350491,-71.1007668777196
377,382,CIA. MINERA LA PRESIDENTA,PLANTA KATIA,IV,LIMARI,COMBARBALA,KATIA 1-2-3,TRANQUE DE RELAVE,ORO,"6,528,226.913900000000000","304,634.866600000010000","1,800.000000000000000",NO ACTIVO,07-02-1986,204,N_A,N_A, , ,"46,655","1,188.827493190000000", ,0,"246,763",0,"357,806",0,-31.3640586839107,-71.0540781027705
378,383,CIA. MINERA KALLEU (GUILLERMO DELGADO),PLANTA LOS CANELOS,IV,CHOAPA,ILLAPEL,LOS CANELOS ANTIGUO,TRANQUE DE RELAVE,COBRE-ORO,"6,528,243.263299999800000","300,099.485900000030000","1,100.000000000000000",NO ACTIVO,24-06-1986,630,N_A,N_A, ,DEPOSITACION MECANICA. CORROBORAR DATOS,"46,337",84.121322307200003, ,0,"38,300",0,"57,450","7,400",-31.3631390232818,-71.1017330752388
379,384,HUMBERTO CAMPOS ZAMBRA,PLANTA LAS CANALETAS,IV,CHOAPA,LOS VILOS,LAS CANALETAS (ABANDONADO),TRANQUE DE RELAVE,COBRE-ORO,"6,464,029.012799999700000","310,746.397100000000000",880.000000000000000,ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"45,178",346.231756555999990, ,0,0,0,0,0,-31.9439316244518,-71.0022320963245
380,385,ATACAMA PACIFIC GOLD,FAENA DON MARCIAL GARCIA,IV,CHOAPA,LOS VILOS,LOS GLADIADORES,EMBALSE,ORO-COBRE,"6,464,419.498300000100000","298,583.850500000000000",450.000000000000000,ACTIVO,15-04-2009,690, , ,N_A, ,"45,040",63.802405338600003, ,"3,167","24,000","4,750","36,000",550,-31.9383176862353,-71.1307521711725
381,387,MINERA LOS PELAMBRES,FAENA LOS PELAMBRES,IV,CHOAPA,SALAMANCA,EL CHINCHE,TRANQUE DE RELAVE,COBRE,"6,475,733.026899999900000","349,354.471599999990000",830.000000000000000,NO ACTIVO,29-12-2004,2623,15-06-2015,1603, , ,"67,613",382.273846667999980, ,0,0,0,0,"211,604",-31.8441624711249,-70.5921075989399
382,388,SLM MILLARAY,EPV,IV,CHOAPA,SALAMANCA,CAMISA,TRANQUE DE RELAVE,COBRE-ORO,"6,466,958.295300000300000","323,286.180100000000000","1,100.000000000000000",ACTIVO,19-05-1996,392,N_A,N_A, , ,"45,908",853.374221161000040, ,0,0,0,0,0,-31.9195401705689,-70.8690937818697
383,389,ENRIQUE MERINO M.,PLANTA TRINCHERA,IV,CHOAPA,SALAMANCA,TRINCHERA,TRANQUE DE RELAVE,COBRE-ORO,"6,486,308.436200000300000","316,422.211799999990000",650.000000000000000,NO ACTIVO,16-05-1989,525,N_A,N_A,EJE CENTRAL, ,"45,358",400.298252255000020, ,0,"8,495",0,"12,742","3,200",-31.743973927515,-70.9380079267543
384,390,MARIA TAPIA OCARANZA,PLANTA SAN ELISEO,IV,CHOAPA,SALAMANCA,SAN ELISEO 1,TRANQUE DE RELAVE,COBRE-ORO,"6,482,266.873100000400000","312,053.395100000020000",480.000000000000000,NO ACTIVO,17-07-1987,649,N_A,N_A,EJE CENTRAL, ,"45,362",173.888300727000000, ,0,"33,400",0,"50,100","8,100",-31.7797059327088,-70.9848835962567
385,391,EDUARDO GOMEZ TORREJON,PLANTA SANTO DOMINGO,IV,CHOAPA,SALAMANCA,SANTO DOMINGO 1-2,TRANQUE DE RELAVE,COBRE-ORO,"6,482,586.531700000200000","312,397.742199999980000",520.000000000000000,NO ACTIVO,01-06-1987,501,N_A,N_A,AGUAS ARRIBA,VOL = 1+2. AHORA SON BOTADEROS? CUBIERTOS EMPRESTITO? CORROBORAR,"45,362",152.057978560000010, ,0,"29,200",0,"43,800","5,700",-31.7768802804641,-70.9811873739231
386,392,CIA. MINERA TAHUINCO,PLANTA EL ARENAL (EX LOS PELADEROS),IV,CHOAPA,SALAMANCA,EL ARENAL,TRANQUE DE RELAVE,COBRE-ORO,"6,460,410.849999999600000","318,989.382900000030000",823.000000000000000,NO ACTIVO,S/I,S/I, , , ,"DEJO OPERAR 1973, SIGUIO OPERANDO ? ABANDONADO ? SIN PROYECTO","48,388",59.145524525299997, ,0,0,0,0,0,-31.97790074868,-70.9157444870226
387,394,JULIO MERINO,PLANTA MERINO,IV,CHOAPA,SALAMANCA,MERINO,TRANQUE DE RELAVE,COBRE-MOLIBDENO,"6,460,674.957700000100000","318,979.475900000020000",850.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ABAJO ?,ABANDONADO ? SIN PROYECTO,"48,388",64.852430984099996, ,0,"14,400",0,"21,600","2,900",-31.9755177635151,-70.915799797759
388,395,CIA. MINERA CERRO NEGRO S.A.,PLANTA CERRO NEGRO,V,PETORCA,CABILDO,CERRO NEGRO 6,TRANQUE DE RELAVE,COBRE-ORO-PLATA,"6,394,222.991299999900000","322,410.988000000010000",536.000000000000000,ACTIVO,22-12-2011,4280,07-04-2009,615,EJE CENTRAL, ,"47,007",580.791303116999980, ,"3,879,350","3,875,476","5,819,025","5,813,214","212,040",-32.5752260071411,-70.8918992258784
389,396,CIA. MINERA LA PATAGUA,LA PATAGUA,V,PETORCA,LA LIGUA,LA PATAGUA 4A,TRANQUE DE RELAVE,COBRE,"6,397,907.756400000300000","299,343.678399999980000",278.000000000000000,NO ACTIVO,25-05-2005,1237, , , , ,"46,958",225.069266801999990, ,0,"1,684,633",0,"2,526,950",0,-32.5380702991566,-71.1367143706749
390,397,SOC. MINERA SERPROMIN,PLANTA EL ARENAL,V,SAN FELIPE,PUTAENDO,EL ARENAL 2,EMBALSE,S/I,"6,385,495.146999999900000","335,362.821500000020000",775.000000000000000,NO ACTIVO,11-03-1996,262,N_A,N_A,N_A, ,"47,102",106.914542422000000, ,0,0,0,0,0,-32.6559234191703,-70.7555135967386
391,790,MARIA TAPIA OCARANZA,PLANTA SAN ELISEO,IV,CHOAPA,SALAMANCA,SAN ELISEO 2,TRANQUE DE RELAVE,COBRE-ORO,"6,482,302.471400000200000","312,080.280600000000000",480.000000000000000,NO ACTIVO,17-07-1987,649,N_A,N_A,EJE CENTRAL, ,"45,362",149.047422371000010, ,0,"22,300",0,"33,450","5,100",-31.7793893779838,-70.9845929495417
392,398,CIA. MINERA CLARA S.A.,PLANTA BELLAVISTA,V,SAN FELIPE,SAN FELIPE,BELLAVISTA 1-2,TRANQUE DE RELAVE,COBRE-ORO,"6,381,602.542500000400000","332,003.272600000030000",826.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"47,692",287.954858539999980, ,0,0,0,0,0,-32.6905147245652,-70.7920219966277
393,399,PETRONILA DIAZ,PETRONILA DIAZ,V,PETORCA,PETORCA,PETRONILA DIAZ,TRANQUE DE RELAVE,ORO,"6,429,749.538900000000000","317,788.885799999990000",470.000000000000000,ABANDONADO,S/I,S/I, , , , ,"50,717",103.941427230000000, ,0,0,0,0,0,-32.254166256121,-70.9342674292891
394,401,SLM LAS CENIZAS,PLANTA LOS MAQUIS,V,PETORCA,CABILDO,LOS MAQUIS 2,TRANQUE DE RELAVE,COBRE,"6,406,104.021700000400000","304,795.764700000000000",303.000000000000000,NO ACTIVO,15-02-1995,172,N_A,N_A,AGUAS ARRIBA ?,CUBIERTO BOTADERO ?,"47,841",14.735104207199999, ,0,"240,000",0,"360,000","6,000",-32.4651527202381,-71.0769906518911
395,402,ALEJANDRO LOPEZ ALIAGA,PLANTA VETA DEL AGUA,V,QUILLOTA,NOGALES,VETA DEL AGUA 5,EMBALSE,ORO,"6,381,748.276700000300000","300,382.184300000020000",467.000000000000000,NO ACTIVO,26-04-1989,456, , ,N_A, ,"47,754",18.660550193300001, ,0,0,0,0,0,-32.6839305583431,-71.1291079740252
396,403,RAMAYANA,PLANTA RAMAYANA,V,MARGA MARGA,OLMUE,RAMAYANA 1-2,TRANQUE DE RELAVE,COBRE,"6,339,056.843799999900000","311,523.269800000010000","1,282.000000000000000",NO ACTIVO,S/I,S/I, , , , ,"50,011","1,069.553786949999900", ,0,0,0,0,0,-33.0707521963728,-71.0190529036301
397,404,DIAMANTINO,PLANTA DIAMANTINO,V,SAN FELIPE,PUTAENDO,DIAMANTINO,EMBALSE,COBRE,"6,400,416.996299999800000","347,131.512700000020000","1,126.000000000000000",NO ACTIVO,S/I,S/I, , ,N_A, ,"47,420",348.364920616000010, ,0,"402,190",0,"1,005,480","18,010",-32.5230607297829,-70.6276360065237
398,406,SOC. MINERA LOS ROBLES SpA,PODER DE COMPRAS PLANTA CHILENO RUMANA DE CHANCON,VI,CACHAPOAL,RANCAGUA,CHANCON 1,TRANQUE DE RELAVE,COBRE,"6,227,677.761500000000000","332,688.648999999980000",514.000000000000000,NO ACTIVO,15-07-1996,633,N_A,N_A, , ,"51,324",624.321615298999970, ,0,"30,660",0,"44,457",0,-34.0783060741076,-70.8133039202219
399,943,OSVALDO GAMBOA VEGA,NUEVA MOLLAQUITA,IV,ELQUI,LA SERENA,NUEVA MOLLAQUITA,EMBALSE, ,"6,671,081.548000000400000","295,442.212400000020000",0.000000000000000,NO ACTIVO, , ,28-08-2015,1200,N_A, ,0,0.000000000000000, ,0,0,0,0,0,-30.0743088729164,-71.1222593274419
400,953,EPV,LA DIAMANTINA,I,TAMARUGAL,POZO ALMONTE,TRANQUE,TRANQUE DE RELAVE, ,"7,720,963.214200000300000","428,088.275100000030000",53.000000000000000,ABANDONADO,S/I,S/I, , , , ,"71,226",371.095308192999990, ,0,0,0,0,0,-20.6090790729045,-69.6901389130815
401,408,SLM EL ATAJO,EPV,RM,CHACABUCO,TILTIL,EL ATAJO,TRANQUE DE RELAVE,COBRE,"6,345,184.557599999900000","314,960.045300000000000",689.000000000000000,NO ACTIVO,14-04-1995,343,N_A,N_A, , ,"58,736",264.130026079000000, ,0,0,0,0,0,-33.0161020215121,-70.9810183619169
402,409,SCM EL TOQUI,FAENA EL TOQUI,XI,COYHAIQUE,COYHAIQUE,LA LEÑERA,TRANQUE DE RELAVE,ORO,"5,009,097.995900000400000","268,287.197500000010000",621.000000000000000,NO ACTIVO,08-04-1995,400,23-03-2010,252, , ,"25,072",163.900982685000000, ,0,0,0,0,0,-45.0336779381943,-71.9416707635432
403,410,MINERA POLAR MINING CHILE LTDA.,EPV,VII,TALCA,PENCAHUE,CHEPICA,EMBALSE,S/I,"6,081,749.004099999600000","240,745.893199999990000",80.000000000000000,ACTIVO,03-03-2004,559, , ,N_A, ,"56,473","1,784.023979110000000", ,0,"273,333",0,"410,000",0,-35.3739278789689,-71.8537418469586
404,411,PATS,PLANTA PATS,V,PETORCA,PETORCA,PLANTA PATS,EMBALSE,ORO,"6,431,146.619400000200000","322,955.979600000020000",589.000000000000000,NO ACTIVO,01-04-1996,342,N_A,N_A,N_A, ,"49,975",66.175204888699994, ,0,0,0,0,0,-32.2423971457647,-70.879182179983
405,412,SANTA MARTA DE LAS PALMAS,EPV,V,PETORCA,PETORCA,SANTA MARTA,TRANQUE DE RELAVE,ORO,"6,436,498.747800000000000","301,107.154400000000000",589.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"50,463",48.268703043199999, ,0,0,0,0,0,-32.1904849969742,-71.1098474590007
406,413,CIA. MINERA LOS MAITENES,LOS MAITENES,V,VALPARAISO,PUCHUNCAVI,LOS MAITENES,TRANQUE DE RELAVE,COBRE,"6,369,589.998300000100000","269,120.152300000020000",94.000000000000000,NO ACTIVO,14-06-1999,798, , , , ,"50,454",933.562048311000010, ,0,"3,456,000",0,"5,184,000",0,-32.7874061511605,-71.4653148039955
407,414,CIA. MINERA CAN-CAN,BRONCE DE PETORCA,V,PETORCA,PETORCA,TERRAZAS 2,EMBALSE,COBRE,"6,432,828.296900000400000","314,783.889099999970000",657.000000000000000,ACTIVO,23-10-2012,836,23-10-2012,836,N_A,HAY DEPOSITO DE LAMAS Y ARENAS,"50,840",133.667054710999990, ,0,0,"705,792","1,220,571",0,-32.2259153845958,-70.9655530153714
408,415,MINERA LA VEGA (EX H Y T ASOCIADOS),LA VEGA,V,PETORCA,PETORCA,MINERA LA VEGA,EMBALSE,S/I,"6,433,376.706399999600000","323,100.770499999980000",0.000000000000000,ACTIVO,24-12-2003,3883, , ,N_A, ,"50,544",32.615896463600002, ,0,"5,175",0,"8,280","1,050",-32.2223121348585,-70.8772324509029
409,416,COLLIGUAY SPA,PLANTA COLLIGUAY,V,MARGA MARGA,QUILPUE,PROYECTO TARUCA,EMBALSE,ORO,"6,325,870.522800000400000","299,991.846900000000000",0.000000000000000,ACTIVO,22-04-2013,442, , ,N_A, ,"49,836","1,618.939735539999900", ,0,"42,533",0,"63,800",0,-33.187551025433,-71.1454004545217
410,417,JOSE NARA,PLANTA SAN CRISTOBAL?,III,COPIAPO,COPIAPO,EPV,TRANQUE DE RELAVE,S/I,"6,962,905.735000000300000","370,314.584900000020000",0.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"61,219","2,822.187240339999800", ,0,0,0,0,0,-27.4511831090975,-70.312324373463
411,418,JOSE NARA,PLANTA SAN CRISTOBAL?,III,COPIAPO,COPIAPO,EPV,TRANQUE DE RELAVE,S/I,"6,962,938.014299999900000","370,293.947300000000000",0.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"61,219","2,850.295995819999900", ,0,0,0,0,0,-27.4508898006493,-70.3125297175378
412,419,CIA. MINERA SAN ESTEBAN PRIMERA,PLANTA SANTA ESTEBAN (EX SANTA LAURA),III,COPIAPO,COPIAPO,SANTA LAURA 1-2,TRANQUE DE RELAVE,S/I,"6,968,088.929499999600000","369,452.912200000020000",0.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"64,392",807.313752712999990, ,0,0,0,0,0,-27.4043190799787,-70.3204852232718
413,420,EXEQUIEL BUGUEÑO,SANTA ROSA,III,COPIAPO,COPIAPO,SANTA ROSA 2,EMBALSE,ORO,"6,965,445.045599999800000","370,298.574100000030000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,N_A, ,"64,392","2,258.854575160000000", ,0,0,0,0,0,-27.4282626524995,-70.3122151757177
414,421,SOC. MINERA UNION,PLANTA LA UNION (EX SAN LORENZO),III,COPIAPO,COPIAPO,UNION,TRANQUE DE RELAVE,COBRE,"6,968,489.314600000200000","366,636.690599999970000",0.000000000000000,ABANDONADO,10-12-1986,1230,N_A,N_A,AGUAS ARRIBA, ,"64,392","3,011.801157339999900", ,0,"175,000",0,"262,500","31,200",-27.4004327945864,-70.3489211224086
415,427,S. PIZARRO (EX RUBELINDO ALQUINTA),PLANTA ANDACOLLO,III,COPIAPO,COPIAPO,ANDACOLLO 2,TRANQUE DE RELAVE,ORO,"6,966,512.528300000400000","362,832.754000000020000",0.000000000000000,ABANDONADO,S/I,S/I, , , , ,"61,986","3,267.863476949999900", ,0,"3,200",0,"4,640",0,-27.4178967469107,-70.3876104344156
416,428,CESAR MIRANDA LARA,PLANTA PORVENIR,III,COPIAPO,COPIAPO,PORVENIR,TRANQUE DE RELAVE,COBRE,"6,969,684.759999999800000","368,496.329199999980000",0.000000000000000,S/I,16-01-1987,69,25-01-2005,402,EJE CENTRAL,SE OBSERVA OTRO DEPOSITO,"64,392",827.620532111999980, ,0,"15,200",0,"22,800","4,800",-27.3898237499782,-70.3299865539636
417,429,COMERCIAL LEDESMA REPRESENTACIONES,PLANTA ANDREA,III,COPIAPO,COPIAPO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO-COBRE,"6,970,080.123599999600000","372,413.742199999980000",0.000000000000000,NO ACTIVO,S/I,S/I, , , ,CORROBORAR DUEÑO,"62,103","2,520.401220639999800", ,0,0,0,0,0,-27.3866272993089,-70.2903339227052
418,431,COMERCIAL LEDESMA REPRESENTACIONES,PLANTA ANDREA,III,COPIAPO,COPIAPO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO-COBRE,"6,969,999.425499999900000","372,534.127800000020000",0.000000000000000,NO ACTIVO,S/I,S/I, , , ,CORROBORAR DUEÑO,"62,103","2,424.246629660000100", ,0,0,0,0,0,-27.3873669171951,-70.2891251084554
419,432,MANUEL ACHU PEREZ,PLANTA CUESTA CARDONES,III,COPIAPO,COPIAPO,CUESTA CARDONES 1,TRANQUE DE RELAVE,COBRE-ORO,"6,969,831.087299999800000","367,829.746300000000000",0.000000000000000,NO ACTIVO,31-10-1986,1085,N_A,N_A,EJE CENTRAL,"ERAN 3 DEPOSITOS, PERO SE OBSERVA SOLO 1. SOBREPASO CAPACIDAD","64,392","1,250.005278650000000", ,0,"5,600",0,"8,400","1,200",-27.3884386326211,-70.3367107967341
420,438,LUIS MORALES,EPV,III,COPIAPO,COPIAPO,EPV,TRANQUE DE RELAVE,S/I,"6,971,970.847299999600000","367,024.893999999970000",0.000000000000000,NO ACTIVO,S/I,S/I, , , , ,"64,392",348.632589006999980, ,0,0,0,0,0,-27.3690477774978,-70.344615360174
421,439,CIA. MINERA PURIFICACION,PLANTA PURIFICACION,III,COPIAPO,COPIAPO,PURIFICACION 1,TRANQUE DE RELAVE,ORO,"6,966,544.751000000200000","369,988.198700000010000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,SE OBSERVAN MAS DEPOSITOS ?,"64,392","1,513.967238580000000", ,0,500,0,750,420,-27.4183074900022,-70.31523701321
422,440,NUÑEZ HNOS,PLANTA LLAUCAVEN,III,COPIAPO,COPIAPO,LLAUCAVEN 1,TRANQUE DE RELAVE,ORO - COBRE,"6,968,110.159699999700000","370,695.667000000020000",0.000000000000000,NO ACTIVO,06-08-1985,732,N_A,N_A, ,RES 732 REGULARIZA SITUACION DE ESTE TRANQUE,"64,392",114.893779557000000, ,0,0,0,0,0,-27.4042459007364,-70.3079151566194
423,441,NUÑEZ HNOS,PLANTA LLAUCAVEN,III,COPIAPO,COPIAPO,LLAUCAVEN 2,TRANQUE DE RELAVE,ORO - COBRE,"6,968,235.043300000000000","370,621.583500000010000",0.000000000000000,NO ACTIVO,06-08-1985,732,N_A,N_A,AGUAS ARRIBA, ,"64,392",198.925709438000010, ,0,"210,795",0,"316,192","20,400",-27.4031117088863,-70.3086510750818
424,442,DELIA NIETO ROBLE,PLANTA TANIA,III,COPIAPO,COPIAPO,TANIA,TRANQUE DE RELAVE,COBRE-ORO,"6,968,041.710400000200000","370,877.303799999990000",0.000000000000000,NO ACTIVO,05-02-1988,177,N_A,N_A,AGUAS ARRIBA ?,CORROBORAR DATOS,"64,392",182.748866206999990, ,0,"4,300",0,"6,450","2,100",-27.4048809204777,-70.3060855491855
425,443,DOMINGO GUGGIANA,PLANTA GUGGIANA,III,COPIAPO,COPIAPO,GUGGIANA,TRANQUE DE RELAVE,ORO-COBRE,"6,973,628.092600000100000","365,965.311400000010000",0.000000000000000,S/I,01-02-1985,146,N_A,N_A,EJE CENTRAL, ,"64,392",112.847995045000000, ,0,"71,000",0,"106,500","7,600",-27.3539865477586,-70.3551450537312
