FID,OBJECTID,NOMBRE_EMP,NOMBRE_FAE,REGIÓN_IN,PROVINCIA,COMUNA_INS,NOMBRE_INS,TIPO_INSTA,RECOBRERSO,UTM_NORTE,UTM_ESTE,COTA,ESTADO_INS,FECHA_RE,RES,FECHA_RES_,RES_PDC,METODO_CON,OBS,NEAR_FID,NEAR_DIST,OBSVCN,Vol_Parcia,Vol_Total_,Ton_Parcia,Ton_Total_,Area_1,NORTE_GEO,ESTE_GEO
251,767,RALGOMET LTDA.,MASTER( EX YABU),IV,LIMARI,COMBARBALA,MASTER 2 (EX YABU 2),TRANQUE DE RELAVE,COBRE-ORO,"6,549,976.658300000200000","308,211.363799999990000",906.000000000000000,NO ACTIVO,09-05-1989,551,N_A,N_A,AGUAS ARRIBA,TAPADO POR 1. EXCEDE CAPACIDAD (88700),"43,386",228.639199400000000, ,0,"468,500",0,"679,325",0,-31.1685321820014,-71.0123264813378
252,249,LUIS DONOSO GARCIA HUIDOBRO,PLANTA ARIZONA,IV,ELQUI,ANDACOLLO,ARIZONA 1,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,654,469.900600000300000","299,961.300999999980000",995.000000000000000,NO ACTIVO,16-01-1987,68,N_A,N_A,AGUAS ARRIBA,OP 1983,"42,316",215.867544525000000, ,0,"43,370",0,"65,055","8,000",-30.2248687309687,-71.07854036828
253,250,MANUEL MONREAL VILLAREAL,PLANTA MONREAL I,IV,ELQUI,ANDACOLLO,MONREAL 2,TRANQUE DE RELAVE,COBRE-ORO-PLATA,"6,653,756.581199999900000","298,811.913600000030000","1,060.000000000000000",NO ACTIVO,16-05-1989,526,N_A,N_A,AGUAS ARRIBA,QUEDA 1 DE 3,"42,316",577.049525865999950, ,0,"11,000",0,"16,500","2,400",-30.231111715461,-71.0906127924015
254,251,MARIANO RUIZ,PLANTA RUIZ,IV,ELQUI,ANDACOLLO,TRANQUE DE RELAVE (ABANDONADO),TRANQUE DE RELAVE,ORO,"6,654,408.917100000200000","300,747.658700000030000","1,300.000000000000000",ABANDONADO,S/I,S/I, , , , ,"42,316",138.705462414000010, ,0,0,0,0,0,-30.2255480136621,-71.070385573225
255,252,J. QUINTANA,EPV,IV,ELQUI,ANDACOLLO,LA BRILLANTE,TRANQUE DE RELAVE,ORO,"6,654,014.181099999700000","302,773.260499999970000","1,016.000000000000000",NO ACTIVO,16-04-1990,301,N_A,N_A, , ,"42,316",427.952207035000010, ,0,0,0,0,0,-30.2294387008582,-71.0494232021793
256,253,NOVAK SPASOJEVIC,PLANTA MILITZA,IV,ELQUI,ANDACOLLO,TRANQUE DE RELAVE (ABANDONADO),TRANQUE DE RELAVE,ORO,"6,660,302.829900000200000","297,243.712100000000000",810.000000000000000,ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"45,636",33.197184729000000, ,0,0,0,0,0,-30.1718152992516,-71.1056418862797
257,254,ORIEL CASTILLO SOZA,PLANTA EMANUELA,IV,ELQUI,ANDACOLLO,EMANUELA 1-2,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,654,677.583200000200000","299,655.589700000010000","1,020.000000000000000",NO ACTIVO,27-09-1988,957,N_A,N_A,AGUAS ARRIBA,1+2,"42,316",141.355724412999990, ,0,"15,901",0,"23,851","2,200",-30.2229453729266,-71.0816757017084
258,255,PEDRO ESPINOZA HONORES,PLANTA JOHN KENNEDY,IV,ELQUI,ANDACOLLO,JOHN KENNEDY 1,TRANQUE DE RELAVE,ORO,"6,654,578.235999999600000","302,148.439499999980000","1,120.000000000000000",NO ACTIVO,19-05-1986,523,N_A,N_A,AGUAS ARRIBA, ,"42,316",34.420421210800001, ,0,"24,657",0,"36,985",0,-30.2242501082708,-71.0558064859909
259,256,PEDRO MARTINEZ ULLOA,PLANTA MARTINEZ,IV,ELQUI,ANDACOLLO,MARTINEZ 1-2-3,TRANQUE DE RELAVE,ORO,"6,651,915.722000000100000","299,496.004000000020000","1,080.000000000000000",NO ACTIVO,17-10-1986,1071,N_A,N_A, , ,"42,316","2,307.234474140000200", ,0,"224,600",0,"325,670",0,-30.2478263184788,-71.0838584669575
260,721,JUAN PERINES PERINES,LAS TAZAS - CHISPERA (EX PLANTA LA EXOTICA),IV,ELQUI,ANDACOLLO,TRANQUE 1 (EX LA EXOTICA 1),TRANQUE DE RELAVE,ORO,"6,652,953.389399999800000","298,424.072300000000000","1,015.000000000000000",NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA ?,COLAPSO ?,"42,316","1,397.209339090000000", ,0,"56,160",0,"84,240","1,300",-30.2382907406771,-71.0947943636934
261,257,R. MENA D.,EPV,IV,ELQUI,ANDACOLLO,CENTRAL,TRANQUE DE RELAVE,ORO,"6,654,415.921799999700000","300,141.070000000010000","1,020.000000000000000",NO ACTIVO,S/I,S/I, , , , ,"42,316",321.794074544000010, ,0,0,0,0,0,-30.2253851370961,-71.0766837053655
262,258,RUBEN ROJAS IDNEY,PLANTA IDNEY,IV,ELQUI,ANDACOLLO,INDEY 3,TRANQUE DE RELAVE,ORO-COBRE-PLATA,"6,651,629.251799999700000","299,445.329399999990000","1,150.000000000000000",ABANDONADO, , , , ,AGUAS ARRIBA ?,OP 1964,"42,316","2,592.810244329999900", ,0,"125,664",0,"188,346","1,400",-30.2504014079202,-71.0844394003277
263,260,SLM.AU. JERALDO,PLANTA JERALDO I,IV,ELQUI,ANDACOLLO,JERALDO 3,TRANQUE DE RELAVE,ORO,"6,652,680.519500000400000","298,924.953199999990000","1,005.000000000000000",NO ACTIVO,20-04-1987,375,N_A,N_A,AGUAS ARRIBA,EXCEDE CAPACIDAD MAXIMA,"42,316","1,615.632332460000000", ,0,"48,000",0,"72,000","2,200",-30.2408346544583,-71.0896441506144
264,261,SLM.AU. JERALDO,PLANTA JERALDO II,IV,ELQUI,ANDACOLLO,JERALDO 1-2,TRANQUE DE RELAVE,ORO-COBRE-ORO,"6,653,582.000000000000000","302,546.000000000000000","1,050.000000000000000",NO ACTIVO,01-06-1987,500,N_A,N_A, , ,"42,316",73.181166874300004, ,0,0,0,0,0,-30.2332993732148,-71.0518644103202
265,262,AQUILES GONZALEZ GARCIA,PLANTA GALVEZ,IV,ELQUI,ANDACOLLO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO,"6,654,237.384300000000000","302,538.245100000000000","1,020.000000000000000",ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"42,316",204.468713323000000, ,0,0,0,0,0,-30.2273875373001,-71.0518221721235
266,263,BELTRAN GODOY RIVERA,PLANTA HILDA,IV,ELQUI,ANDACOLLO,HILDA,TRANQUE DE RELAVE,ORO,"6,652,340.591199999700000","298,901.452800000030000","1,115.000000000000000",NO ACTIVO,S/I,S/I, , , , ,"42,316","1,949.692924030000100", ,0,0,0,0,0,-30.2438963188381,-71.0899531330135
267,264,SMC GONZALEZ Y CIA.,PLANTA EMA,IV,ELQUI,ANDACOLLO,EMA 1,TRANQUE DE RELAVE,ORO-COBRE,"6,652,459.227099999800000","299,233.395699999990000","1,005.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA, ,"42,316","1,773.417251359999900", ,0,"31,500",0,"47,250","3,000",-30.2428814066976,-71.0864826633913
268,265,SUC. L. JERALDO U.,PLANTA JERALDO,IV,ELQUI,ANDACOLLO,JERALDO 1-2-3,TRANQUE DE RELAVE,ORO,"6,652,610.014499999600000","299,248.612599999990000",995.000000000000000,ABANDONADO,24-09-1985,859,N_A,N_A,AGUAS ARRIBA, ,"42,316","1,621.870755650000100", ,0,"59,400",0,"89,100","3,700",-30.2415240827523,-71.086295872296
269,266,SUC. LUIS MIRANDA ANSIETA,PLANTA MIRANDA,IV,ELQUI,ANDACOLLO,TRANQUE DE 1-2,TRANQUE DE RELAVE,ORO,"6,651,567.672799999800000","299,757.660399999990000","1,020.000000000000000",NO ACTIVO,28-09-1984,992,N_A,N_A,AGUAS ARRIBA, ,"42,316","2,670.625386589999800", ,0,"145,920",0,"218,880","15,550",-30.2510083515005,-71.0812067353273
270,267,SUC. MIRTA ROJAS MUNIZAGA,PLANTA MIRAFLORES,IV,ELQUI,ANDACOLLO,MIRAFLORES 1,TRANQUE DE RELAVE,COBRE,"6,652,691.367800000100000","299,028.374200000020000","1,010.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,OP 1955,"42,316","1,578.865603109999900", ,0,"40,000",0,"60,000","1,000",-30.2407539565172,-71.0885678916405
271,268,SUC. TOMAS WHITTLE,PLANTA WHITTLE,IV,ELQUI,ANDACOLLO,TRANQUE DE 1-2 (ABANDONADOS),TRANQUE DE RELAVE,ORO,"6,653,843.639399999800000","299,468.479899999980000","1,020.000000000000000",ABANDONADO,S/I,S/I, , , , ,"42,316",379.182862779999990, ,0,0,0,0,0,-30.2304352482064,-71.0837774168569
272,271,SOC. CANALES-GARCIA,PLANTA CANALES-GARCIA,IV,ELQUI,ANDACOLLO,TRANQUE DE RELAVE,TRANQUE DE RELAVE,ORO,"6,654,071.754999999900000","302,569.979500000020000","1,020.000000000000000",NO ACTIVO,S/I,S/I, , , ,SIN PROYECTO,"42,316",370.760308973000010, ,0,"58,713",0,"85,133",0,-30.2288864252016,-71.051523618466
273,273,CHRISTIAN GUERRA ARAYA,PLANTA CONCEPCION,IV,ELQUI,ANDACOLLO,CONCEPCION 1,TRANQUE DE RELAVE,ORO,"6,653,788.419999999900000","296,340.240700000020000","1,112.000000000000000",NO ACTIVO,28-01-1985,124,N_A,N_A,AGUAS ARRIBA,OP 1983,"42,316",218.728900441000010, ,0,"16,800",0,"25,200","2,600",-30.2304123930268,-71.1162760255971
274,710,CHRISTIAN GUERRA ARAYA,PLANTA CONCEPCION,IV,ELQUI,ANDACOLLO,CONCEPCION 2,TRANQUE DE RELAVE,ORO,"6,653,801.120000000100000","296,371.461599999980000","1,112.000000000000000",NO ACTIVO,28-01-1985,124,N_A,N_A,AGUAS ARRIBA,OP 1988,"42,316",229.676379457000000, ,0,"42,056",0,"63,084","3,000",-30.2303031008465,-71.1159493338991
275,712,MARIO ROJAS OLIVARES,PLANTA FLORA,IV,ELQUI,ANDACOLLO,FLORA 1,TRANQUE DE RELAVE,COBRE,"6,654,354.914699999600000","299,171.868800000000000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA,OP 1973,"42,316",22.971615781699999, ,0,"225,000",0,"337,500","3,000",-30.2257753809241,-71.08676046699
276,713,MARIO ROJAS OLIVARES,PLANTA FLORA,IV,ELQUI,ANDACOLLO,FLORA 2,TRANQUE DE RELAVE,COBRE,"6,654,343.802199999800000","299,133.768800000020000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA, ,"42,316",53.284710306100003, ,0,"3,000",0,"4,500",500,-30.2258692935654,-71.087158252714
277,275,RUBILIN GONZALEZ GARCIA,PLANTA LOS VALIENTES II,IV,ELQUI,ANDACOLLO,LOS VALIENTES 2,TRANQUE DE RELAVE,COBRE-ORO,"6,652,750.360700000100000","298,471.939100000020000","1,050.000000000000000",NO ACTIVO,22-02-1985,226,N_A,N_A,AGUAS ARRIBA,OP 1984,"42,316","1,589.148177620000100", ,0,"36,400",0,"294,450","3,000",-30.2401296510889,-71.0943360421494
278,277,RUBILAN GONZALEZ,PLANTA RUBILAN,IV,ELQUI,ANDACOLLO,TRANQUE DE 1-2 (ABANDONADOS),TRANQUE DE RELAVE,ORO,"6,651,789.920699999700000","297,542.037900000000000","1,100.000000000000000",ABANDONADO,S/I,S/I, , , ,EX TRANQUE RODRIGUEZ 1-2-3 / SIN PROYECTO,"42,316","2,404.124781430000000", ,0,360,0,522,0,-30.2486362554892,-71.1041789957417
279,279,"SOC. URQUIETA, FERNANDEZ",PLANTA URQUIETA,IV,ELQUI,ANDACOLLO,URQUIETA 1 (ABANDONADO),TRANQUE DE RELAVE,ORO,"6,651,592.424800000200000","297,290.263099999980000","1,120.000000000000000",ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"42,316","2,522.072062450000000", ,0,0,0,0,0,-30.2503752511998,-71.1068322690207
280,281,SCM TAMBILLOS,FAENA TAMBILLOS,IV,ELQUI,COQUIMBO,TRANQUE DE RELAVE 4,TRANQUE DE RELAVE,COBRE,"6,656,731.670400000200000","284,270.044600000020000",220.000000000000000,NO ACTIVO,01-06-2009,1038, , , , ,"41,949","1,105.762094480000100", ,0,0,0,0,0,-30.2017869212693,-71.2410201327812
281,282,HUGO ARAYA (MINERA ARAYA Y ARAYA),PLANTA DINA,IV,ELQUI,COQUIMBO,DINA 1-2-3-4,TRANQUE DE RELAVE,COBRE-ORO-PLATA,"6,683,089.933000000200000","276,202.948600000000000",60.000000000000000,NO ACTIVO,12-12-1988,1261,N_A,N_A, ,VERIFICAR DATOS,"42,992","8,738.637518820000000", ,0,"53,748",0,"80,622","11,000",-29.9626541067341,-71.3192105946202
282,283,MARCELO BALDO,PLANTA SAN RAMON,IV,ELQUI,COQUIMBO,SAN RAMON,TRANQUE DE RELAVE,ORO,"6,680,710.345400000000000","284,062.109999999990000",80.000000000000000,NO ACTIVO,S/I,S/I, , ,EJE CENTRAL,CORROBORAR EN TERRENO INFO,"41,762","5,547.693186509999600", ,0,"1,400",0,"2,100","1,000",-29.9855209517835,-71.2383001489515
283,724,SUC. MIRTA ROJAS MUNIZAGA,PLANTA MIRAFLORES,IV,ELQUI,ANDACOLLO,MIRAFLORES 2,TRANQUE DE RELAVE,ORO,"6,652,740.580400000300000","298,991.067900000020000","1,010.000000000000000",NO ACTIVO, , , , ,AGUAS ARRIBA,OP 1964,"42,316","1,540.004747790000000", ,0,"13,500",0,"20,250","2,400",-30.2403039645759,-71.0889459859806
284,725,SUC. MIRTA ROJAS MUNIZAGA,PLANTA MIRAFLORES,IV,ELQUI,ANDACOLLO,MIRAFLORES 3,TRANQUE DE RELAVE,ORO,"6,652,805.667999999600000","298,970.430400000010000","1,010.000000000000000",NO ACTIVO,07-07-1988,688,N_A,N_A,AGUAS ARRIBA, ,"42,316","1,482.750508450000100", ,0,"15,100",0,"22,650","1,100",-30.239713568585,-71.089147917837
285,742,CMC SALI HOCHSCHILD S.A.,OJANCOS,III,COPIAPO,COPIAPO,OJANCOS 1,TRANQUE DE RELAVE,COBRE,"6,972,040.742200000200000","366,892.226599999990000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA ?,SE SEÑALAN 4 TRANQUES,"64,392",295.071350782000020, ,0,"3,202,671",0,"4,804,007",0,-27.3684040054532,-70.3459489320395
286,743,CMC SALI HOCHSCHILD S.A.,BODEGA ALTO,III,COPIAPO,COPIAPO,BODEGA ALTO 4,EMBALSE,COBRE-ORO,"6,973,749.162300000000000","364,514.608499999970000",0.000000000000000,NO ACTIVO,S/I,S/I, , ,N_A, ,"64,392",855.663874143000040, ,0,0,0,0,0,-27.3527507353677,-70.3697954246269
287,745,MOISES GONZALEZ GONZALEZ,PLANTA DON MOISES,IV,ELQUI,LA HIGUERA,DON MOISES 2,TRANQUE DE RELAVE,ORO-COBRE,"6,748,889.664900000200000","298,163.735500000010000",796.000000000000000,NO ACTIVO,05-02-1988,182,N_A,N_A,AGUAS ARRIBA, ,"43,043",473.862731451000000, ,0,"71,455",0,"107,182","3,000",-29.3730117624907,-71.0795144380989
288,746,SOC. CORRIDA UNA DEL TORNO,PLANTA ELENA,IV,ELQUI,LA HIGUERA,ELENA 1,TRANQUE DE RELAVE,ORO,"6,750,135.085900000300000","294,260.987499999990000",270.000000000000000,NO ACTIVO, , , , ,AGUAS ARRIBA, ,"43,042",297.056143980000000, ,0,"2,240",0,"3,360","1,300",-29.3611459901425,-71.1194690026552
289,747,SOC. CORRIDA UNA DEL TORNO,PLANTA ELENA,IV,ELQUI,LA HIGUERA,ELENA 3,TRANQUE DE RELAVE,ORO,"6,750,177.154699999800000","294,184.787300000030000",270.000000000000000,NO ACTIVO,30-10-1987,1041,N_A,N_A,AGUAS ARRIBA, ,"43,042",273.983802341000000, ,0,"12,200",0,"18,300","1,500",-29.3607540864508,-71.1202456887577
290,286,M.R.C MINERIA,DON ALDO,IV,ELQUI,LA HIGUERA,DON ALDO,TRANQUE DE RELAVE,ORO,"6,749,037.781999999700000","296,081.724099999990000",200.000000000000000,NO ACTIVO,08-07-2005,1557, , ,EJE CENTRAL, ,"43,042",425.194518587000000, ,0,"105,985",0,"168,516","13,334",-29.3713396673074,-71.1009260077082
291,287,CEMIN,PLANTA CHINGOLES,IV,ELQUI,LA HIGUERA,CHINGOLES 1-2-3 (ABANDONADOS),EMBALSE,COBRE-ORO,"6,740,810.559500000400000","330,129.968799999970000","1,100.000000000000000",ABANDONADO,07-02-1986,206,N_A,N_A,N_A,DATOS SON DE TRANQUE ANTIGUO. VALORES DEBEN SER MAYORES,"42,913",116.032846646000000, ,0,"176,660",0,"264,990",0,-29.4506238594724,-70.7515562917864
292,288,MINERA RCL (RICARDO ROJAS),PLANTA SANTA ROSA,IV,ELQUI,LA HIGUERA,SANTA ROSA,TRANQUE DE RELAVE,ORO,"6,750,658.353099999900000","293,365.657899999990000",160.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA, ,"43,042",198.926352333000010, ,0,0,0,0,0,-29.3562796709951,-71.1285890090628
293,289,RENZO BALDO (EX CIA. MINERA ARENILLAS),PLANTA SAN RAMON,IV,ELQUI,LA HIGUERA,SAN RAMON 2,TRANQUE DE RELAVE,ORO,"6,751,220.491499999500000","292,799.025100000030000",302.000000000000000,NO ACTIVO,23-02-1989,250,N_A,N_A,AGUAS ARRIBA, ,"43,042",26.063394645100001, ,0,"5,010",0,"7,515","1,100",-29.3511163799655,-71.1343169430105
294,290,NICOLAS KRIUKOV,TRAPICHE AGUA GRANDE,IV,ELQUI,LA HIGUERA,AGUA GRANDE,TRANQUE DE RELAVE,ORO,"6,735,263.895399999800000","299,798.298699999980000",890.000000000000000,ABANDONADO,09-10-1985,911,N_A,N_A, ,TRAPICHE,"42,561",44.845972459700000, ,0,"15,000",0,"22,500",100,-29.4961709598238,-71.0651691008194
295,291,HECTOR GAHONA,PLANTA BLANQUITA,IV,ELQUI,LA HIGUERA,BLANQUITA (PARALIZADO),TRANQUE DE RELAVE,COBRE-ORO,"6,733,334.490000000200000","285,050.450100000020000",620.000000000000000,ABANDONADO,S/I,S/I, , , ,"SIN PROYECTO / UBICADO EN LECHO DE RIO, EROSIONADO POR CRECIDAS","42,562","2,132.286021370000100", ,0,0,0,0,0,-29.511122848214,-71.217587575733
296,293,JAIME UGARTE L.,PLANTA EL MOLLE (EX LOS MOLLES),IV,ELQUI,LA HIGUERA,EL MOLLE 5,TRANQUE DE RELAVE,COBRE-ORO,"6,732,655.860700000100000","283,845.990800000030000",340.000000000000000,NO ACTIVO,S/I,S/I, , , ,SIN PROYECTO,"42,562","1,431.807316390000100", ,0,"85,000",0,"127,500",0,-29.5170352271634,-71.2301401527192
297,295,MARIO ALVAREZ.,PLANTA PUNTA COLORADA,IV,ELQUI,LA HIGUERA,TRANQUE DE RELAVE (ABANDONADO),TRANQUE DE RELAVE,ORO,"6,750,912.047000000300000","304,137.584900000020000",430.000000000000000,ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"42,908",0.877744885436000, ,0,"2,000",0,"3,000",0,-29.3557156142917,-71.0176383810835
298,296,SOC. MINERA MENSURA,FAENA SOR TERESA,IV,ELQUI,LA HIGUERA,SOR TERESA,TRANQUE DE RELAVE,COBRE-ORO,"6,750,294.084599999700000","294,093.964800000020000",270.000000000000000,NO ACTIVO,16-05-1989,529,N_A,N_A,EJE CENTRAL,CORROBORAR EJE CENTRAL,"43,042",344.160304042000010, ,0,"281,000",0,"421,500","3,600",-29.3596845907677,-71.1211589202711
299,297,CIA. MINERA TAURO,PLANTA SANTA DOMINGA,IV,ELQUI,LA HIGUERA,SANTA DOMINGA,TRANQUE DE RELAVE,COBRE-ORO,"6,752,166.570100000100000","291,203.821600000020000",230.000000000000000,NO ACTIVO,14-04-1988,440,N_A,N_A,AGUAS ARRIBA,EXCEDE CAP. MAX. / EXCEDE 7 m ALTURA MURO,"42,727",259.596293102999990, ,0,"528,960",0,"793,440","46,800",-29.3423197523574,-71.1505598578881
300,298,MOISES GONZALEZ GONZALEZ,PLANTA DON MOISES,IV,ELQUI,LA HIGUERA,DON MOISES 1,TRANQUE DE RELAVE,ORO-COBRE,"6,748,882.521099999500000","298,071.660299999990000",796.000000000000000,NO ACTIVO, , , , ,AGUAS ARRIBA,CORROBORAR VALOR VOL TOTAL/ MAS DE 1 TRANQUE ?,"43,043",418.346250699000000, ,0,"5,640",0,"8,460","3,600",-29.37306140182,-71.0804638787922
301,299,OSCAR GONZALEZ,PLANTA LA PAJITA,IV,ELQUI,LA HIGUERA,LA PAJITA 4,TRANQUE DE RELAVE,ORO,"6,732,553.578900000100000","285,214.065899999990000",600.000000000000000,NO ACTIVO,11-07-1988,698,N_A,N_A,AGUAS ARRIBA,SON 4 TRANQUES PERO SE OBSERVA SOLO 1,"42,562","2,578.159604280000200", ,0,"17,000",0,"25,500",800,-29.5181936292873,-71.2160541296012
302,300,CIA. MINERA QUEBRADA HONDA,PLANTA SAN ALEJANDRO (EX TRAPICHE),IV,ELQUI,LA HIGUERA,SAN ALEJANDRO (EX TRAPICHE 1-2),TRANQUE DE RELAVE,COBRE-ORO,"6,750,471.230700000200000","293,841.596900000000000",300.000000000000000,NO ACTIVO,13-12-1995,897,N_A,N_A, , ,"43,042",439.503423856999970, ,0,0,0,0,0,-29.3580455042051,-71.1237240701112
303,301,SOC. CORRIDA UNA DEL TORNO,PLANTA ELENA,IV,ELQUI,LA HIGUERA,ELENA 2,TRANQUE DE RELAVE,ORO,"6,750,159.692200000400000","294,226.856199999980000",270.000000000000000,NO ACTIVO, , , , ,AGUAS ARRIBA, ,"43,042",287.748636508000000, ,0,"1,150",0,"1,725","1,600",-29.3609184725101,-71.119815816804
304,302,V. ALDAY,PLANTA LAS BREAS,IV,ELQUI,LA HIGUERA,LAS BREAS,TRANQUE DE RELAVE,COBRE-ORO,"6,739,166.716199999700000","340,698.464099999980000","1,800.000000000000000",ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"43,131",1.520199863530000, ,0,0,0,0,0,-29.4668429351053,-70.6428603307984
305,303,EPV,PLANTA PLANTILE,IV,ELQUI,LA HIGUERA,TRANQUE DE RELAVE 1-2 (ABANDONADO),TRANQUE DE RELAVE,ORO,"6,733,768.054499999600000","286,778.189599999980000",440.000000000000000,ABANDONADO,S/I,S/I, , , ,SIN PROYECTO,"42,562","3,795.509126320000200", ,0,"11,500",0,"17,250",0,-29.507508729535,-71.1996892486963
306,306,MINERA CONDOR S.A.,PLANTA SAN CRISTOBAL,IV,ELQUI,LA SERENA,SAN CRISTOBAL 1,TRANQUE DE RELAVE,COBRE,"6,677,968.968899999700000","303,468.976199999980000",340.000000000000000,NO ACTIVO,S/I,S/I, , ,AGUAS ARRIBA ?, ,"43,126",179.611880928999990, ,0,"155,600",0,"233,400","10,000",-30.0135104262429,-71.0377554639714
307,310,ENRIQUE ROJAS AREYUNA,PLANTA LOS YALES,IV,ELQUI,LA SERENA,LOS YALES (ABANDONADO),TRANQUE DE RELAVE,ORO,"6,718,458.062099999700000","293,642.538600000030000",700.000000000000000,ABANDONADO,S/I,S/I, , , , ,"42,886",2.865628933930000, ,0,500,0,725,0,-29.6467408084092,-71.1318154135074
308,688,CIA. MINERA SAN GERONIMO,SAN GERONIMO,IV,ELQUI,VICUÑA,SOCORRO 5,TRANQUE DE RELAVE,COBRE,"6,692,083.040900000400000","316,894.008900000020000",624.000000000000000,NO ACTIVO,06-10-2004,2169,15-05-2015,1530, , ,"42,298",106.549980567000010, ,0,0,0,0,0,-29.8882870311131,-70.8962046679127
309,811,CIA. MINERA FORTUNA LTDA.,PLANTA PUERTO RICO,III,COPIAPO,COPIAPO,EMBALSE 4,EMBALSE,COBRE,"6,969,790.985500000400000","367,410.879000000020000",0.000000000000000,ACTIVO,28-10-2015,400,28-10-2015,405,N_A,"ACTUALIZAR DATOS PARCIALES, E700 ANTIGUO","64,392","1,597.567359520000100", ,"9,586","65,866","14,380","98,800","6,240",-27.3887599303754,-70.3409504606275
310,311,FAISAL HARCHA,PLANTA ROLEX,IV,ELQUI,LA SERENA,ROLEX 2,TRANQUE DE RELAVE,ORO,"6,681,368.942699999500000","300,876.454700000000000",200.000000000000000,NO ACTIVO,06-06-1988,582,N_A,N_A,AGUAS ARRIBA ?,CORROBORAR DATOS,"42,992",269.305001772000030, ,0,"37,000",0,"55,500","2,500",-29.9824280870304,-71.0639869860597
311,313,ELQUI SOL YESOS,PLANTA ITAMAR,IV,ELQUI,LA SERENA,ITAMAR,TRANQUE DE RELAVE,ORO,"6,696,483.199199999700000","294,809.923499999980000",300.000000000000000,NO ACTIVO,01-06-1970,502,N_A,N_A,AGUAS ARRIBA,CORROBORAR DATOS,"42,670",100.033966242000010, ,0,"34,377",0,"51,565","3,500",-29.8451198463578,-71.1239373179676
312,314,JOSE ALVAREZ AMENABAR,PLANTA LAS ROJAS,IV,ELQUI,LA SERENA,LAS ROJAS 1-2,TRANQUE DE RELAVE,ORO,"6,677,797.998399999900000","303,098.863399999970000",250.000000000000000,ABANDONADO,02-06-2009,120, , , , ,"43,126",466.968800214000000, ,0,0,0,0,0,-30.0149929177593,-71.0416225822335
313,315,JUAN ALIAGA,PLANTA ALIAGA,IV,ELQUI,LA SERENA,ALIAGA,TRANQUE DE RELAVE,COBRE-ORO-PLATA,"6,677,656.527099999600000","303,602.280099999970000",200.000000000000000,NO ACTIVO,30-08-1989,834,N_A,N_A, , ,"43,126",51.923378846399999, ,0,0,0,0,0,-30.0163496879569,-71.0364316081806
314,316,MINERA CONDOR S.A.,PLANTA LAMBERT,IV,ELQUI,LA SERENA,LAMBERT 2,TRANQUE DE RELAVE,ORO,"6,696,363.094100000300000","294,959.117800000010000",200.000000000000000,NO ACTIVO,20-04-1987,376,N_A,N_A,AGUAS ARRIBA, ,"42,670",87.024952066799997, ,0,"61,704",0,"92,556","5,000",-29.8462278518362,-71.1224167976335
315,317,WALDO SALINAS CABELLO,PLANTA EL SAUCE,IV,ELQUI,LA SERENA,EL SAUCE,TRANQUE DE RELAVE,COBRE-ORO,"6,678,754.638399999600000","301,268.361399999990000",300.000000000000000,NO ACTIVO,26-04-1989,457,N_A,N_A, ,NO SE TERMINO. LEVANTAR INFO TERRENO,"43,167",105.903136880000010, ,0,"92,420",0,"134,009",0,-30.0060694728199,-71.0604140334492
316,318,EPV,EPV,III,HUASCO,FREIRINA,PABLO,TRANQUE DE RELAVE,ORO,"6,793,865.083100000400000","293,799.694499999980000",175.000000000000000,ABANDONADO,S/I,S/I, , , , ,"40,456",257.438654686000010, ,0,0,0,0,0,-28.9666457198896,-71.11611135835
317,319,S.C. UBIN,DAIRE,IV,ELQUI,LA SERENA,ESMERALDA,TRANQUE DE RELAVE,ORO,"6,712,283.336199999800000","322,260.901900000000000","1,100.000000000000000",NO ACTIVO,S/I,S/I, , , , ,"43,009",360.634161806000010, ,0,0,0,0,0,-29.7068628325384,-70.8373172953376
318,320,SERGIO CONTADOR,PLANTA PAJONALES,IV,ELQUI,LA SERENA,PAJONALES,TRANQUE DE RELAVE,COBRE,"6,685,306.165900000400000","294,173.945300000020000",200.000000000000000,NO ACTIVO,01-02-1985,150,N_A,N_A,AGUAS ARRIBA ?,CORROBORAR METODO,"42,992",4.520030971750000, ,0,"132,000",0,"198,000","7,000",-29.9458137373511,-71.1326627147062
